Entity,Code,Year,Sales of cigarettes per adult per day (International Smoking Statistics (2017)) 
Finland,FIN,1943,3.700000047683716
Finland,FIN,1944,3
Finland,FIN,1945,2.099999904632568
Finland,FIN,1946,2.900000095367432
Finland,FIN,1947,3.599999904632568
Finland,FIN,1948,4.199999809265137
Finland,FIN,1949,4.199999809265137
Finland,FIN,1950,5
Finland,FIN,1951,5
Finland,FIN,1952,5.300000190734863
Finland,FIN,1953,5.099999904632568
Finland,FIN,1954,5.400000095367432
Finland,FIN,1955,5.400000095367432
Finland,FIN,1956,5.5
Finland,FIN,1957,5.400000095367432
Finland,FIN,1958,5.300000190734863
Finland,FIN,1959,5.599999904632568
Finland,FIN,1960,5.800000190734863
Finland,FIN,1961,5.900000095367432
Finland,FIN,1962,6
Finland,FIN,1963,6.5
Finland,FIN,1964,5.300000190734863
Finland,FIN,1965,6
Finland,FIN,1966,5.800000190734863
Finland,FIN,1967,6.099999904632568
Finland,FIN,1968,6
Finland,FIN,1969,6.099999904632568
Finland,FIN,1970,5.800000190734863
Finland,FIN,1971,6.300000190734863
Finland,FIN,1972,6.599999904632568
Finland,FIN,1973,6.300000190734863
Finland,FIN,1974,6.699999809265137
Finland,FIN,1975,6.599999904632568
Finland,FIN,1976,5.699999809265137
Finland,FIN,1977,5.900000095367432
Finland,FIN,1978,5.800000190734863
Finland,FIN,1979,6
Finland,FIN,1980,5.699999809265137
Finland,FIN,1981,5.300000190734863
Finland,FIN,1982,5.5
Finland,FIN,1983,5.599999904632568
Finland,FIN,1984,5.800000190734863
Finland,FIN,1985,5.300000190734863
Finland,FIN,1986,5.5
Finland,FIN,1987,5.800000190734863
Finland,FIN,1988,5.5
Finland,FIN,1989,5.699999809265137
Finland,FIN,1990,5.300000190734863
Finland,FIN,1991,5.199999809265137
Finland,FIN,1992,5.199999809265137
Finland,FIN,1993,4.699999809265137
Finland,FIN,1994,4.400000095367432
Finland,FIN,1995,4
Finland,FIN,1996,4.300000190734863
Finland,FIN,1997,4.199999809265137
Finland,FIN,1998,4.199999809265137
Finland,FIN,1999,4.300000190734863
Finland,FIN,2000,4
Finland,FIN,2001,4.199999809265137
Finland,FIN,2002,4.199999809265137
Finland,FIN,2003,4
Finland,FIN,2004,4
Finland,FIN,2005,4.099999904632568
Finland,FIN,2006,4
Finland,FIN,2007,3.900000095367432
Finland,FIN,2008,5.099999904632568
Finland,FIN,2009,2.900000095367432
France,FRA,1875,0.1000000014901161
France,FRA,1880,0.1000000014901161
France,FRA,1885,0.1000000014901161
France,FRA,1890,0.1000000014901161
France,FRA,1895,0.1000000014901161
France,FRA,1900,0.2000000029802322
France,FRA,1901,0.2000000029802322
France,FRA,1902,0.2000000029802322
France,FRA,1903,0.2000000029802322
France,FRA,1904,0.2000000029802322
France,FRA,1905,0.2000000029802322
France,FRA,1906,0.2000000029802322
France,FRA,1907,0.300000011920929
France,FRA,1908,0.300000011920929
France,FRA,1909,0.300000011920929
France,FRA,1910,0.300000011920929
France,FRA,1913,0.4000000059604645
France,FRA,1923,0.699999988079071
France,FRA,1924,0.8999999761581421
France,FRA,1932,1.600000023841858
France,FRA,1933,1.600000023841858
France,FRA,1934,1.5
France,FRA,1935,1.399999976158142
France,FRA,1936,1.5
France,FRA,1937,1.600000023841858
France,FRA,1938,1.600000023841858
France,FRA,1939,1.799999952316284
France,FRA,1940,1.700000047683716
France,FRA,1941,1.399999976158142
France,FRA,1942,1
France,FRA,1943,0.8999999761581421
France,FRA,1944,0.800000011920929
France,FRA,1945,1.200000047683716
France,FRA,1946,1.600000023841858
France,FRA,1947,2.099999904632568
France,FRA,1948,2.299999952316284
France,FRA,1949,2.400000095367432
France,FRA,1950,4.400000095367432
France,FRA,1951,4.400000095367432
France,FRA,1952,4.5
France,FRA,1953,4.400000095367432
France,FRA,1954,4.5
France,FRA,1955,4.599999904632568
France,FRA,1956,4.800000190734863
France,FRA,1957,5.099999904632568
France,FRA,1958,5.199999809265137
France,FRA,1959,4.900000095367432
France,FRA,1960,5
France,FRA,1961,5
France,FRA,1962,5.099999904632568
France,FRA,1963,5.099999904632568
France,FRA,1964,5.099999904632568
France,FRA,1965,5.300000190734863
France,FRA,1966,5.300000190734863
France,FRA,1967,5.599999904632568
France,FRA,1968,5.599999904632568
France,FRA,1969,5.599999904632568
France,FRA,1970,5.800000190734863
France,FRA,1971,5.900000095367432
France,FRA,1972,5.699999809265137
France,FRA,1973,5.900000095367432
France,FRA,1974,6.099999904632568
France,FRA,1975,6.300000190734863
France,FRA,1976,6.099999904632568
France,FRA,1977,6.300000190734863
France,FRA,1978,6.099999904632568
France,FRA,1979,6.199999809265137
France,FRA,1980,6.099999904632568
France,FRA,1981,6
France,FRA,1982,6
France,FRA,1983,6.099999904632568
France,FRA,1984,6.099999904632568
France,FRA,1985,6.400000095367432
France,FRA,1986,6.199999809265137
France,FRA,1987,6.099999904632568
France,FRA,1988,6
France,FRA,1989,6
France,FRA,1990,5.900000095367432
France,FRA,1991,6
France,FRA,1992,5.900000095367432
France,FRA,1993,5.699999809265137
France,FRA,1994,5.599999904632568
France,FRA,1995,5.400000095367432
France,FRA,1996,5.400000095367432
France,FRA,1997,5.199999809265137
France,FRA,1998,5.199999809265137
France,FRA,1999,5.199999809265137
France,FRA,2000,5.099999904632568
France,FRA,2001,5.199999809265137
France,FRA,2002,4.900000095367432
France,FRA,2003,4.300000190734863
France,FRA,2004,3.5
France,FRA,2005,3.5
France,FRA,2006,3.5
France,FRA,2007,3.5
France,FRA,2008,3.400000095367432
France,FRA,2009,3.5
France,FRA,2010,3.5
Georgia,GEO,1988,6.300000190734863
Georgia,GEO,1989,6.199999809265137
Georgia,GEO,1990,6.099999904632568
Georgia,GEO,1991,6.300000190734863
Georgia,GEO,1992,4.099999904632568
Georgia,GEO,1993,5.599999904632568
Georgia,GEO,1994,6.199999809265137
Georgia,GEO,1995,6.400000095367432
Georgia,GEO,1996,6.599999904632568
Georgia,GEO,1997,6.699999809265137
Georgia,GEO,1998,6.900000095367432
Georgia,GEO,1999,7
Germany,DEU,1906,0.2000000029802322
Germany,DEU,1907,0.300000011920929
Germany,DEU,1908,0.4000000059604645
Germany,DEU,1909,0.4000000059604645
Germany,DEU,1910,0.5
Germany,DEU,1911,0.6000000238418579
Germany,DEU,1912,0.699999988079071
Germany,DEU,1913,0.699999988079071
Germany,DEU,1925,1.700000047683716
Germany,DEU,1926,1.600000023841858
Germany,DEU,1927,1.799999952316284
Germany,DEU,1928,1.799999952316284
Germany,DEU,1929,1.799999952316284
Germany,DEU,1930,1.600000023841858
Germany,DEU,1931,1.5
Germany,DEU,1932,2.299999952316284
Germany,DEU,1933,2.299999952316284
Germany,DEU,1934,2.5
Germany,DEU,1935,2.5
Germany,DEU,1936,2.599999904632568
Germany,DEU,1937,2.799999952316284
Germany,DEU,1938,3.200000047683716
Germany,DEU,1950,2.700000047683716
Germany,DEU,1951,3.099999904632568
Germany,DEU,1952,3.099999904632568
Germany,DEU,1953,3.299999952316284
Germany,DEU,1954,3.5
Germany,DEU,1955,3.799999952316284
Germany,DEU,1956,4
Germany,DEU,1957,4.400000095367432
Germany,DEU,1958,4.400000095367432
Germany,DEU,1959,4.699999809265137
Germany,DEU,1960,5.099999904632568
Germany,DEU,1961,5.400000095367432
Germany,DEU,1962,5.300000190734863
Germany,DEU,1963,5.400000095367432
Germany,DEU,1964,5.699999809265137
Germany,DEU,1965,6
Germany,DEU,1966,6.199999809265137
Germany,DEU,1967,6.099999904632568
Germany,DEU,1968,6.5
Germany,DEU,1969,6.800000190734863
Germany,DEU,1970,7.099999904632568
Germany,DEU,1971,7.5
Germany,DEU,1972,7.5
Germany,DEU,1973,7.300000190734863
Germany,DEU,1974,7.5
Germany,DEU,1975,7.300000190734863
Germany,DEU,1976,7.599999904632568
Germany,DEU,1977,7
Germany,DEU,1978,7.300000190734863
Germany,DEU,1979,7.400000095367432
Germany,DEU,1980,7.5
Germany,DEU,1981,7.599999904632568
Germany,DEU,1982,6.900000095367432
Germany,DEU,1983,7.199999809265137
Germany,DEU,1984,7.099999904632568
Germany,DEU,1985,7.199999809265137
Germany,DEU,1986,7
Germany,DEU,1987,7
Germany,DEU,1988,6.900000095367432
Germany,DEU,1989,7
Germany,DEU,1991,6.599999904632568
Germany,DEU,1992,6.099999904632568
Germany,DEU,1993,5.900000095367432
Germany,DEU,1994,6
Germany,DEU,1995,6
Germany,DEU,1996,6
Germany,DEU,1997,6.099999904632568
Germany,DEU,1998,6.099999904632568
Germany,DEU,1999,6.400000095367432
Germany,DEU,2000,6.099999904632568
Germany,DEU,2001,6.199999809265137
Germany,DEU,2002,6.300000190734863
Germany,DEU,2003,5.900000095367432
Germany,DEU,2004,5.199999809265137
Germany,DEU,2005,5
Germany,DEU,2006,4.5
Germany,DEU,2007,4.400000095367432
Germany,DEU,2008,4.199999809265137
Germany,DEU,2009,4.300000190734863
Germany,DEU,2010,4.199999809265137
Germany,DEU,2011,4.400000095367432
Germany,DEU,2012,4.199999809265137
Germany,DEU,2013,4.099999904632568
Germany,DEU,2014,4.099999904632568
Germany,DEU,2015,4.199999809265137
Greece,GRC,1920,3.200000047683716
Greece,GRC,1921,4.300000190734863
Greece,GRC,1922,4.300000190734863
Greece,GRC,1923,3.5
Greece,GRC,1924,3.299999952316284
Greece,GRC,1925,3.599999904632568
Greece,GRC,1926,2.900000095367432
Greece,GRC,1927,2.799999952316284
Greece,GRC,1928,2.700000047683716
Greece,GRC,1929,2.700000047683716
Greece,GRC,1930,2.599999904632568
Greece,GRC,1931,2.599999904632568
Greece,GRC,1932,2.400000095367432
Greece,GRC,1933,2.5
Greece,GRC,1934,2.599999904632568
Greece,GRC,1935,2.599999904632568
Greece,GRC,1936,2.700000047683716
Greece,GRC,1937,2.700000047683716
Greece,GRC,1938,2.900000095367432
Greece,GRC,1939,2.900000095367432
Greece,GRC,1940,3.099999904632568
Greece,GRC,1941,2.599999904632568
Greece,GRC,1942,2.799999952316284
Greece,GRC,1943,2.299999952316284
Greece,GRC,1944,1.299999952316284
Greece,GRC,1945,2.400000095367432
Greece,GRC,1946,3.299999952316284
Greece,GRC,1947,4
Greece,GRC,1948,4.099999904632568
Greece,GRC,1949,4.5
Greece,GRC,1950,4.400000095367432
Greece,GRC,1951,4.300000190734863
Greece,GRC,1952,4.199999809265137
Greece,GRC,1953,4.300000190734863
Greece,GRC,1954,4.199999809265137
Greece,GRC,1955,4.300000190734863
Greece,GRC,1956,4.300000190734863
Greece,GRC,1957,4.400000095367432
Greece,GRC,1958,4.599999904632568
Greece,GRC,1959,4.699999809265137
Greece,GRC,1960,4.699999809265137
Greece,GRC,1961,4.800000190734863
Greece,GRC,1962,4.900000095367432
Greece,GRC,1963,5.099999904632568
Greece,GRC,1964,5.099999904632568
Greece,GRC,1965,5.300000190734863
Greece,GRC,1966,5.599999904632568
Greece,GRC,1967,5.699999809265137
Greece,GRC,1968,5.900000095367432
Greece,GRC,1969,6
Greece,GRC,1970,6.300000190734863
Greece,GRC,1971,6.400000095367432
Greece,GRC,1972,6.599999904632568
Greece,GRC,1973,7
Greece,GRC,1974,7.300000190734863
Greece,GRC,1975,7.5
Greece,GRC,1976,7.900000095367432
Greece,GRC,1977,8.100000381469727
Greece,GRC,1978,8.399999618530273
Greece,GRC,1979,8.300000190734863
Greece,GRC,1980,8.100000381469727
Greece,GRC,1981,7.099999904632568
Greece,GRC,1982,8.600000381469727
Greece,GRC,1983,9
Greece,GRC,1984,9.5
Greece,GRC,1985,9.699999809265137
Greece,GRC,1986,9.899999618530273
Greece,GRC,1987,9.600000381469727
Greece,GRC,1988,9.100000381469727
Greece,GRC,1989,8.699999809265137
Greece,GRC,1990,8.300000190734863
Greece,GRC,1991,8.100000381469727
Greece,GRC,1992,7.099999904632568
Greece,GRC,1993,6.800000190734863
Greece,GRC,1994,9.399999618530273
Greece,GRC,1995,8.899999618530273
Greece,GRC,1996,9.199999809265137
Greece,GRC,1997,9.5
Greece,GRC,1998,8.899999618530273
Greece,GRC,1999,9.699999809265137
Greece,GRC,2000,9.899999618530273
Greece,GRC,2001,10.30000019073486
Greece,GRC,2002,9.800000190734863
Greece,GRC,2003,10.10000038146973
Greece,GRC,2004,10.69999980926514
Greece,GRC,2005,10.39999961853027
Greece,GRC,2006,10.10000038146973
Greece,GRC,2007,10.60000038146973
Greece,GRC,2008,9.100000381469727
Greece,GRC,2009,10.39999961853027
Greece,GRC,2010,7.599999904632568
Greece,GRC,2011,8.300000190734863
Greece,GRC,2012,7
Hungary,HUN,1920,0.4000000059604645
Hungary,HUN,1921,0.800000011920929
Hungary,HUN,1922,1
Hungary,HUN,1923,0.6000000238418579
Hungary,HUN,1924,0.8999999761581421
Hungary,HUN,1925,0.8999999761581421
Hungary,HUN,1926,1
Hungary,HUN,1927,1
Hungary,HUN,1928,1
Hungary,HUN,1929,1
Hungary,HUN,1930,0.8999999761581421
Hungary,HUN,1931,0.800000011920929
Hungary,HUN,1932,0.800000011920929
Hungary,HUN,1933,0.800000011920929
Hungary,HUN,1934,0.800000011920929
Hungary,HUN,1940,2.700000047683716
Hungary,HUN,1951,3.099999904632568
Hungary,HUN,1952,4
Hungary,HUN,1953,4
Hungary,HUN,1954,4.400000095367432
Hungary,HUN,1955,4.699999809265137
Hungary,HUN,1956,5
Hungary,HUN,1957,5.5
Hungary,HUN,1958,5.199999809265137
Hungary,HUN,1959,5.599999904632568
Hungary,HUN,1960,5.800000190734863
Hungary,HUN,1961,6.099999904632568
Hungary,HUN,1962,6
Hungary,HUN,1963,5.699999809265137
Hungary,HUN,1964,5.800000190734863
Hungary,HUN,1965,6.5
Hungary,HUN,1966,7.199999809265137
Hungary,HUN,1967,7.199999809265137
Hungary,HUN,1968,7.5
Hungary,HUN,1969,7
Hungary,HUN,1970,7.5
Hungary,HUN,1971,8
Hungary,HUN,1972,8.600000381469727
Hungary,HUN,1973,7.699999809265137
Hungary,HUN,1974,7.699999809265137
Hungary,HUN,1975,8.399999618530273
Hungary,HUN,1976,8.600000381469727
Hungary,HUN,1977,8.399999618530273
Hungary,HUN,1978,8.300000190734863
Hungary,HUN,1979,8.5
Hungary,HUN,1980,9.399999618530273
Hungary,HUN,1981,9.199999809265137
Hungary,HUN,1982,8.699999809265137
Hungary,HUN,1983,8.199999809265137
Hungary,HUN,1984,9
Hungary,HUN,1985,8.899999618530273
Hungary,HUN,1986,8.899999618530273
Hungary,HUN,1987,8.899999618530273
Hungary,HUN,1988,8.699999809265137
Hungary,HUN,1989,8.899999618530273
Hungary,HUN,1990,9.399999618530273
Hungary,HUN,1991,8.699999809265137
Hungary,HUN,1992,8.5
Hungary,HUN,1993,9
Hungary,HUN,1994,9.300000190734863
Hungary,HUN,1995,9
Hungary,HUN,1996,6.900000095367432
Hungary,HUN,1997,7.199999809265137
Hungary,HUN,1998,7.199999809265137
Hungary,HUN,1999,7.5
Hungary,HUN,2000,7
Hungary,HUN,2001,6.800000190734863
Hungary,HUN,2002,6.5
Hungary,HUN,2003,6.400000095367432
Hungary,HUN,2004,5.300000190734863
Hungary,HUN,2005,5.199999809265137
Hungary,HUN,2006,6.800000190734863
Hungary,HUN,2007,6.599999904632568
Hungary,HUN,2008,6.5
Hungary,HUN,2009,6.199999809265137
Hungary,HUN,2010,6.099999904632568
Hungary,HUN,2011,5.900000095367432
Hungary,HUN,2012,3.299999952316284
Iceland,ISL,1932,1.399999976158142
Iceland,ISL,1933,1.700000047683716
Iceland,ISL,1934,1.899999976158142
Iceland,ISL,1935,1.399999976158142
Iceland,ISL,1936,1.100000023841858
Iceland,ISL,1937,1.200000047683716
Iceland,ISL,1938,1.299999952316284
Iceland,ISL,1939,0.8999999761581421
Iceland,ISL,1940,1.700000047683716
Iceland,ISL,1941,2.099999904632568
Iceland,ISL,1942,2.400000095367432
Iceland,ISL,1943,2.200000047683716
Iceland,ISL,1944,2.400000095367432
Iceland,ISL,1945,3.400000095367432
Iceland,ISL,1946,4.900000095367432
Iceland,ISL,1947,4.5
Iceland,ISL,1948,4.5
Iceland,ISL,1949,4
Iceland,ISL,1950,4.099999904632568
Iceland,ISL,1951,3.799999952316284
Iceland,ISL,1952,3.799999952316284
Iceland,ISL,1953,4.300000190734863
Iceland,ISL,1954,3.799999952316284
Iceland,ISL,1955,3.900000095367432
Iceland,ISL,1956,4.400000095367432
Iceland,ISL,1957,5
Iceland,ISL,1958,4.900000095367432
Iceland,ISL,1959,4.800000190734863
Iceland,ISL,1960,4.699999809265137
Iceland,ISL,1961,5.099999904632568
Iceland,ISL,1962,5.300000190734863
Iceland,ISL,1963,5.5
Iceland,ISL,1964,4.5
Iceland,ISL,1965,5.099999904632568
Iceland,ISL,1966,5.5
Iceland,ISL,1967,5.599999904632568
Iceland,ISL,1968,5.099999904632568
Iceland,ISL,1969,4.5
Iceland,ISL,1970,5.099999904632568
Iceland,ISL,1971,5
Iceland,ISL,1972,5.599999904632568
Iceland,ISL,1973,5.599999904632568
Iceland,ISL,1974,6.300000190734863
Iceland,ISL,1975,6
Iceland,ISL,1976,6.199999809265137
Iceland,ISL,1977,5.800000190734863
Iceland,ISL,1978,6
Iceland,ISL,1979,6.300000190734863
Iceland,ISL,1980,6.300000190734863
Iceland,ISL,1981,6.599999904632568
Iceland,ISL,1982,6.699999809265137
Iceland,ISL,1983,6.900000095367432
Iceland,ISL,1984,7
Iceland,ISL,1985,6.699999809265137
Iceland,ISL,1986,6.5
Iceland,ISL,1987,6.599999904632568
Iceland,ISL,1988,6.300000190734863
Iceland,ISL,1989,6
Iceland,ISL,1990,5.900000095367432
Iceland,ISL,1991,5.900000095367432
Iceland,ISL,1992,5.599999904632568
Iceland,ISL,1993,5.300000190734863
Iceland,ISL,1994,5.199999809265137
Iceland,ISL,1995,5
Iceland,ISL,1996,5
Iceland,ISL,1997,4.800000190734863
Iceland,ISL,1998,4.599999904632568
Iceland,ISL,1999,4.699999809265137
Iceland,ISL,2000,4.5
Iceland,ISL,2001,4.300000190734863
Iceland,ISL,2002,4.199999809265137
Iceland,ISL,2003,3.900000095367432
Iceland,ISL,2004,3.799999952316284
Iceland,ISL,2005,3.700000047683716
Iceland,ISL,2006,3.599999904632568
Iceland,ISL,2007,3.599999904632568
Iceland,ISL,2008,3.5
Iceland,ISL,2009,3.299999952316284
Iceland,ISL,2010,2.900000095367432
Iceland,ISL,2011,2.799999952316284
Iceland,ISL,2012,2.700000047683716
Iceland,ISL,2013,2.299999952316284
Iceland,ISL,2014,2.299999952316284
Iceland,ISL,2015,2.200000047683716
Ireland,IRL,1920,2
Ireland,IRL,1921,2
Ireland,IRL,1922,2
Ireland,IRL,1923,2
Ireland,IRL,1924,2.099999904632568
Ireland,IRL,1925,2.200000047683716
Ireland,IRL,1926,2.299999952316284
Ireland,IRL,1927,2.400000095367432
Ireland,IRL,1928,2.599999904632568
Ireland,IRL,1929,2.700000047683716
Ireland,IRL,1930,2.900000095367432
Ireland,IRL,1931,3.099999904632568
Ireland,IRL,1932,3
Ireland,IRL,1933,3.099999904632568
Ireland,IRL,1934,3.400000095367432
Ireland,IRL,1935,3.400000095367432
Ireland,IRL,1936,3.5
Ireland,IRL,1937,3.700000047683716
Ireland,IRL,1938,4
Ireland,IRL,1939,4.199999809265137
Ireland,IRL,1940,4.199999809265137
Ireland,IRL,1941,3.700000047683716
Ireland,IRL,1942,3.700000047683716
Ireland,IRL,1943,4.300000190734863
Ireland,IRL,1944,4.599999904632568
Ireland,IRL,1945,4.300000190734863
Ireland,IRL,1946,5.5
Ireland,IRL,1947,5.699999809265137
Ireland,IRL,1948,6
Ireland,IRL,1949,6.599999904632568
Ireland,IRL,1950,7
Ireland,IRL,1951,7.900000095367432
Ireland,IRL,1952,7.400000095367432
Ireland,IRL,1953,7.199999809265137
Ireland,IRL,1954,7
Ireland,IRL,1955,7.400000095367432
Ireland,IRL,1956,6.900000095367432
Ireland,IRL,1957,6.699999809265137
Ireland,IRL,1958,6.699999809265137
Ireland,IRL,1959,7
Ireland,IRL,1960,7.300000190734863
Ireland,IRL,1961,7.599999904632568
Ireland,IRL,1962,7.5
Ireland,IRL,1963,7.900000095367432
Ireland,IRL,1964,7.599999904632568
Ireland,IRL,1965,7.5
Ireland,IRL,1966,7.699999809265137
Ireland,IRL,1967,7.800000190734863
Ireland,IRL,1968,7.900000095367432
Ireland,IRL,1969,8.199999809265137
Ireland,IRL,1970,8.300000190734863
Ireland,IRL,1971,8.300000190734863
Ireland,IRL,1972,8.699999809265137
Ireland,IRL,1973,9.199999809265137
Ireland,IRL,1974,9.800000190734863
Ireland,IRL,1975,9.699999809265137
Ireland,IRL,1976,9.300000190734863
Ireland,IRL,1977,8.899999618530273
Ireland,IRL,1978,9.300000190734863
Ireland,IRL,1979,9
Ireland,IRL,1980,8.800000190734863
Ireland,IRL,1981,8.399999618530273
Ireland,IRL,1982,7.800000190734863
Ireland,IRL,1983,7.400000095367432
Ireland,IRL,1984,7.099999904632568
Ireland,IRL,1985,6.900000095367432
Ireland,IRL,1986,6.5
Ireland,IRL,1987,6.199999809265137
Ireland,IRL,1988,6.099999904632568
Ireland,IRL,1989,6.199999809265137
Ireland,IRL,1990,6.300000190734863
Ireland,IRL,1991,6.699999809265137
Ireland,IRL,1992,6.400000095367432
Ireland,IRL,1993,6
Ireland,IRL,1994,6.199999809265137
Ireland,IRL,1995,6.5
Ireland,IRL,1996,6.099999904632568
Ireland,IRL,1997,6.199999809265137
Ireland,IRL,1998,6.199999809265137
Ireland,IRL,1999,6.599999904632568
Ireland,IRL,2000,6.400000095367432
Ireland,IRL,2001,6.199999809265137
Ireland,IRL,2002,6.300000190734863
Ireland,IRL,2003,5.599999904632568
Ireland,IRL,2004,4.699999809265137
Ireland,IRL,2005,4.699999809265137
Ireland,IRL,2006,4.599999904632568
Ireland,IRL,2007,4.400000095367432
Ireland,IRL,2008,4
Ireland,IRL,2009,3.799999952316284
Ireland,IRL,2010,3.400000095367432
Ireland,IRL,2011,3.5
Israel,ISR,1960,5.800000190734863
Israel,ISR,1961,5.599999904632568
Israel,ISR,1962,5.599999904632568
Israel,ISR,1963,5.800000190734863
Israel,ISR,1964,5.699999809265137
Israel,ISR,1965,6
Israel,ISR,1966,5.5
Israel,ISR,1967,5.699999809265137
Israel,ISR,1968,5.800000190734863
Israel,ISR,1969,6.300000190734863
Israel,ISR,1970,6.300000190734863
Israel,ISR,1971,6.199999809265137
Israel,ISR,1972,6.599999904632568
Israel,ISR,1973,7.300000190734863
Israel,ISR,1974,7.599999904632568
Israel,ISR,1975,6.900000095367432
Israel,ISR,1976,7
Israel,ISR,1977,6.099999904632568
Israel,ISR,1978,6.699999809265137
Israel,ISR,1979,5.900000095367432
Israel,ISR,1980,6.400000095367432
Israel,ISR,1981,6.800000190734863
Israel,ISR,1982,6.800000190734863
Israel,ISR,1983,7
Israel,ISR,1984,6.900000095367432
Israel,ISR,1985,6.900000095367432
Israel,ISR,1986,6.699999809265137
Israel,ISR,1987,6.800000190734863
Israel,ISR,1988,6.800000190734863
Israel,ISR,1989,6.699999809265137
Israel,ISR,1990,6.400000095367432
Israel,ISR,1991,6.099999904632568
Israel,ISR,1992,6.199999809265137
Israel,ISR,1993,6
Israel,ISR,1994,6
Israel,ISR,1995,6.099999904632568
Israel,ISR,1996,6
Israel,ISR,1997,5.599999904632568
Israel,ISR,1998,5
Israel,ISR,1999,5.199999809265137
Israel,ISR,2000,5
Israel,ISR,2001,5.199999809265137
Israel,ISR,2002,5
Israel,ISR,2003,4.800000190734863
Israel,ISR,2004,4.599999904632568
Israel,ISR,2005,4.400000095367432
Israel,ISR,2006,4.300000190734863
Israel,ISR,2007,4.300000190734863
Israel,ISR,2008,4.300000190734863
Israel,ISR,2009,4.199999809265137
Israel,ISR,2010,4.099999904632568
Israel,ISR,2011,4.099999904632568
Israel,ISR,2012,3.900000095367432
Israel,ISR,2013,3.5
Israel,ISR,2014,3.299999952316284
Italy,ITA,1904,0.2000000029802322
Italy,ITA,1905,0.2000000029802322
Italy,ITA,1909,0.300000011920929
Italy,ITA,1910,0.300000011920929
Italy,ITA,1914,0.5
Italy,ITA,1915,0.5
Italy,ITA,1919,0.699999988079071
Italy,ITA,1920,0.699999988079071
Italy,ITA,1921,1.100000023841858
Italy,ITA,1922,1.100000023841858
Italy,ITA,1923,1.100000023841858
Italy,ITA,1924,1.100000023841858
Italy,ITA,1925,1.100000023841858
Italy,ITA,1926,1.399999976158142
Italy,ITA,1927,1.399999976158142
Italy,ITA,1928,1.399999976158142
Italy,ITA,1929,1.399999976158142
Italy,ITA,1930,1.399999976158142
Italy,ITA,1931,1.200000047683716
Italy,ITA,1932,1.200000047683716
Italy,ITA,1933,1.200000047683716
Italy,ITA,1934,1.200000047683716
Italy,ITA,1935,1.200000047683716
Italy,ITA,1936,1.5
Italy,ITA,1937,1.5
Italy,ITA,1938,1.5
Italy,ITA,1939,1.5
Italy,ITA,1940,1.5
Italy,ITA,1941,1.799999952316284
Italy,ITA,1942,1.799999952316284
Italy,ITA,1943,1.799999952316284
Italy,ITA,1944,1.799999952316284
Italy,ITA,1945,1.799999952316284
Italy,ITA,1946,1.799999952316284
Italy,ITA,1947,1.799999952316284
Italy,ITA,1948,1.799999952316284
Italy,ITA,1949,1.799999952316284
Italy,ITA,1950,1.799999952316284
Italy,ITA,1951,2.799999952316284
Italy,ITA,1952,2.799999952316284
Italy,ITA,1953,2.799999952316284
Italy,ITA,1954,2.799999952316284
Italy,ITA,1955,2.799999952316284
Italy,ITA,1956,3.200000047683716
Italy,ITA,1957,3.400000095367432
Italy,ITA,1958,3.400000095367432
Italy,ITA,1959,3.5
Italy,ITA,1960,3.599999904632568
Italy,ITA,1961,3.799999952316284
Italy,ITA,1962,4
Italy,ITA,1963,4
Italy,ITA,1964,4.099999904632568
Italy,ITA,1965,4.199999809265137
Italy,ITA,1966,4.5
Italy,ITA,1967,4.599999904632568
Italy,ITA,1968,4.699999809265137
Italy,ITA,1969,4.699999809265137
Italy,ITA,1970,4.699999809265137
Italy,ITA,1971,4.699999809265137
Italy,ITA,1972,4.900000095367432
Italy,ITA,1973,5.300000190734863
Italy,ITA,1974,5.699999809265137
Italy,ITA,1975,5.699999809265137
Italy,ITA,1976,5.699999809265137
Italy,ITA,1977,5.699999809265137
Italy,ITA,1978,5.599999904632568
Italy,ITA,1979,6
Italy,ITA,1980,6.099999904632568
Italy,ITA,1981,6.099999904632568
Italy,ITA,1982,6.199999809265137
Italy,ITA,1983,6.199999809265137
Italy,ITA,1984,6.300000190734863
