Entity,Code,Year,Sales of cigarettes per adult per day (International Smoking Statistics (2017)) 
Russia,RUS,1992,4.400000095367432
Russia,RUS,1993,4.400000095367432
Russia,RUS,1994,4.199999809265137
Russia,RUS,1995,5
Russia,RUS,1996,4.900000095367432
Russia,RUS,1997,5.400000095367432
Russia,RUS,1998,5.699999809265137
Russia,RUS,1999,6.699999809265137
Russia,RUS,2000,8.300000190734863
Russia,RUS,2001,8.699999809265137
Russia,RUS,2002,9
Russia,RUS,2003,8.699999809265137
Russia,RUS,2004,8.399999618530273
Slovakia,SVK,1975,5.300000190734863
Slovakia,SVK,1980,6.300000190734863
Slovakia,SVK,1981,6.5
Slovakia,SVK,1982,6.599999904632568
Slovakia,SVK,1983,6.300000190734863
Slovakia,SVK,1984,6.099999904632568
Slovakia,SVK,1985,6.099999904632568
Slovakia,SVK,1986,6.099999904632568
Slovakia,SVK,1987,6.099999904632568
Slovakia,SVK,1988,5.800000190734863
Slovakia,SVK,1989,5.699999809265137
Slovakia,SVK,1993,6.5
Slovakia,SVK,1994,6.5
Slovakia,SVK,1995,7.199999809265137
Slovakia,SVK,1996,7.400000095367432
Slovakia,SVK,1997,7.699999809265137
Slovakia,SVK,1998,7.900000095367432
Slovakia,SVK,1999,7.900000095367432
Slovakia,SVK,2000,7.800000190734863
Slovakia,SVK,2001,7.699999809265137
Slovakia,SVK,2002,7.699999809265137
Slovakia,SVK,2003,7.599999904632568
Slovakia,SVK,2004,7.599999904632568
Slovakia,SVK,2006,4.300000190734863
Slovakia,SVK,2007,4.599999904632568
Slovakia,SVK,2008,5
Slovakia,SVK,2009,4.599999904632568
Slovakia,SVK,2010,4.400000095367432
Slovakia,SVK,2011,4.300000190734863
Slovakia,SVK,2012,4.199999809265137
Slovakia,SVK,2013,3.900000095367432
Slovakia,SVK,2014,3.900000095367432
Slovenia,SVN,1993,6.300000190734863
Slovenia,SVN,1994,6.300000190734863
Slovenia,SVN,1995,6.199999809265137
Slovenia,SVN,1996,6.199999809265137
Slovenia,SVN,1997,6.199999809265137
Slovenia,SVN,1998,6.199999809265137
Slovenia,SVN,1999,6.099999904632568
Slovenia,SVN,2000,6.099999904632568
Slovenia,SVN,2001,6
Slovenia,SVN,2002,3.900000095367432
Slovenia,SVN,2003,3.700000047683716
Slovenia,SVN,2004,3.599999904632568
Slovenia,SVN,2006,6.800000190734863
Slovenia,SVN,2007,6.599999904632568
Slovenia,SVN,2008,7.400000095367432
Slovenia,SVN,2009,6.599999904632568
Slovenia,SVN,2010,6.199999809265137
Slovenia,SVN,2011,5.699999809265137
Slovenia,SVN,2012,5.800000190734863
Slovenia,SVN,2013,4.800000190734863
Slovenia,SVN,2014,4.599999904632568
Spain,ESP,1920,1
Spain,ESP,1921,1
Spain,ESP,1922,1.100000023841858
Spain,ESP,1923,1.200000047683716
Spain,ESP,1924,1.100000023841858
Spain,ESP,1925,1
Spain,ESP,1926,0.8999999761581421
Spain,ESP,1927,1
Spain,ESP,1928,1.200000047683716
Spain,ESP,1929,1.299999952316284
Spain,ESP,1930,1.399999976158142
Spain,ESP,1931,1.299999952316284
Spain,ESP,1932,1.399999976158142
Spain,ESP,1933,1.299999952316284
Spain,ESP,1934,1.200000047683716
Spain,ESP,1935,1.100000023841858
Spain,ESP,1940,1
Spain,ESP,1941,1.100000023841858
Spain,ESP,1942,1.100000023841858
Spain,ESP,1943,1.299999952316284
Spain,ESP,1944,1.299999952316284
Spain,ESP,1945,1.299999952316284
Spain,ESP,1946,1.399999976158142
Spain,ESP,1947,1.5
Spain,ESP,1948,1.299999952316284
Spain,ESP,1949,1.399999976158142
Spain,ESP,1950,1.200000047683716
Spain,ESP,1951,1.299999952316284
Spain,ESP,1952,1.5
Spain,ESP,1953,1.700000047683716
Spain,ESP,1954,1.799999952316284
Spain,ESP,1955,2
Spain,ESP,1956,1.899999976158142
Spain,ESP,1957,3.799999952316284
Spain,ESP,1958,4.300000190734863
Spain,ESP,1959,4.199999809265137
Spain,ESP,1960,4.199999809265137
Spain,ESP,1961,4.5
Spain,ESP,1962,4.599999904632568
Spain,ESP,1963,4.699999809265137
Spain,ESP,1964,4.900000095367432
Spain,ESP,1965,5.300000190734863
Spain,ESP,1966,5.400000095367432
Spain,ESP,1967,5.599999904632568
Spain,ESP,1968,5.699999809265137
Spain,ESP,1969,5.699999809265137
Spain,ESP,1970,5.800000190734863
Spain,ESP,1971,5.900000095367432
Spain,ESP,1972,6.099999904632568
Spain,ESP,1973,6.400000095367432
Spain,ESP,1974,6.800000190734863
Spain,ESP,1975,6.400000095367432
Spain,ESP,1976,6.699999809265137
Spain,ESP,1977,7
Spain,ESP,1978,6.5
Spain,ESP,1979,7.199999809265137
Spain,ESP,1980,7
Spain,ESP,1981,6.400000095367432
Spain,ESP,1982,6.699999809265137
Spain,ESP,1983,6.699999809265137
Spain,ESP,1984,6.900000095367432
Spain,ESP,1985,7.300000190734863
Spain,ESP,1986,7.099999904632568
Spain,ESP,1987,7.199999809265137
Spain,ESP,1988,6.900000095367432
Spain,ESP,1989,7
Spain,ESP,1990,7.199999809265137
Spain,ESP,1991,7.300000190734863
Spain,ESP,1992,6.900000095367432
Spain,ESP,1993,6.300000190734863
Spain,ESP,1994,6.800000190734863
Spain,ESP,1995,6.300000190734863
Spain,ESP,1996,6
Spain,ESP,1997,6.599999904632568
Spain,ESP,1998,7.300000190734863
Spain,ESP,1999,7.099999904632568
Spain,ESP,2000,7.099999904632568
Spain,ESP,2001,7.199999809265137
Spain,ESP,2002,7.099999904632568
Spain,ESP,2003,7.099999904632568
Spain,ESP,2004,7.199999809265137
Spain,ESP,2005,7
Spain,ESP,2006,6.800000190734863
Spain,ESP,2007,6.599999904632568
Spain,ESP,2008,6.699999809265137
Spain,ESP,2009,6.099999904632568
Spain,ESP,2010,5.5
Sweden,SWE,1920,1
Sweden,SWE,1921,0.8999999761581421
Sweden,SWE,1922,0.699999988079071
Sweden,SWE,1923,0.699999988079071
Sweden,SWE,1924,0.699999988079071
Sweden,SWE,1925,0.699999988079071
Sweden,SWE,1926,0.699999988079071
Sweden,SWE,1927,0.800000011920929
Sweden,SWE,1928,0.8999999761581421
Sweden,SWE,1929,1
Sweden,SWE,1930,1.100000023841858
Sweden,SWE,1931,1.200000047683716
Sweden,SWE,1932,1.200000047683716
Sweden,SWE,1933,1.100000023841858
Sweden,SWE,1934,1.100000023841858
Sweden,SWE,1935,1
Sweden,SWE,1936,1
Sweden,SWE,1937,1
Sweden,SWE,1938,1
Sweden,SWE,1939,1.100000023841858
Sweden,SWE,1940,1.100000023841858
Sweden,SWE,1941,1.200000047683716
Sweden,SWE,1942,1.200000047683716
Sweden,SWE,1943,1.200000047683716
Sweden,SWE,1944,1.200000047683716
Sweden,SWE,1945,1.299999952316284
Sweden,SWE,1946,1.600000023841858
Sweden,SWE,1947,1.899999976158142
Sweden,SWE,1948,2
Sweden,SWE,1949,2
Sweden,SWE,1950,2.5
Sweden,SWE,1951,2.5
Sweden,SWE,1952,2.900000095367432
Sweden,SWE,1953,2.900000095367432
Sweden,SWE,1954,2.900000095367432
Sweden,SWE,1955,3
Sweden,SWE,1956,3.099999904632568
Sweden,SWE,1957,3.200000047683716
Sweden,SWE,1958,3.200000047683716
Sweden,SWE,1959,3.299999952316284
Sweden,SWE,1960,3.5
Sweden,SWE,1961,3.700000047683716
Sweden,SWE,1962,3.799999952316284
Sweden,SWE,1963,3.900000095367432
Sweden,SWE,1964,3.900000095367432
Sweden,SWE,1965,4
Sweden,SWE,1966,4.199999809265137
Sweden,SWE,1967,4.199999809265137
Sweden,SWE,1968,4.5
Sweden,SWE,1969,4.699999809265137
Sweden,SWE,1970,4.699999809265137
Sweden,SWE,1971,4.599999904632568
Sweden,SWE,1972,5.099999904632568
Sweden,SWE,1973,4.199999809265137
Sweden,SWE,1974,4.900000095367432
Sweden,SWE,1975,5.099999904632568
Sweden,SWE,1976,5.199999809265137
Sweden,SWE,1977,4.900000095367432
Sweden,SWE,1978,5.099999904632568
Sweden,SWE,1979,5.099999904632568
Sweden,SWE,1980,5.099999904632568
Sweden,SWE,1981,4.900000095367432
Sweden,SWE,1982,5.099999904632568
Sweden,SWE,1983,4.900000095367432
Sweden,SWE,1984,5
Sweden,SWE,1985,4.900000095367432
Sweden,SWE,1986,4.800000190734863
Sweden,SWE,1987,4.699999809265137
Sweden,SWE,1988,4.699999809265137
Sweden,SWE,1989,4.599999904632568
Sweden,SWE,1990,4.5
Sweden,SWE,1991,4.5
Sweden,SWE,1992,4.599999904632568
Sweden,SWE,1993,3.799999952316284
Sweden,SWE,1994,3.599999904632568
Sweden,SWE,1995,3.400000095367432
Sweden,SWE,1996,3.5
Sweden,SWE,1997,2.599999904632568
Sweden,SWE,1998,2.5
Sweden,SWE,1999,2.799999952316284
Sweden,SWE,2000,2.900000095367432
Sweden,SWE,2001,2.900000095367432
Sweden,SWE,2002,3
Sweden,SWE,2003,2.900000095367432
Sweden,SWE,2004,2.799999952316284
Sweden,SWE,2005,2.700000047683716
Sweden,SWE,2006,2.599999904632568
Switzerland,CHE,1934,1.5
Switzerland,CHE,1935,1.5
Switzerland,CHE,1936,1.5
Switzerland,CHE,1937,1.5
Switzerland,CHE,1938,1.899999976158142
Switzerland,CHE,1939,1.899999976158142
Switzerland,CHE,1940,1.899999976158142
Switzerland,CHE,1941,2.299999952316284
Switzerland,CHE,1942,2.200000047683716
Switzerland,CHE,1943,2.599999904632568
Switzerland,CHE,1944,2.799999952316284
Switzerland,CHE,1945,3.200000047683716
Switzerland,CHE,1946,3.5
Switzerland,CHE,1947,4
Switzerland,CHE,1948,3.900000095367432
Switzerland,CHE,1949,4
Switzerland,CHE,1950,4.099999904632568
Switzerland,CHE,1951,4.300000190734863
Switzerland,CHE,1952,4.699999809265137
Switzerland,CHE,1953,4.599999904632568
Switzerland,CHE,1954,4.599999904632568
Switzerland,CHE,1955,4.800000190734863
Switzerland,CHE,1956,5.099999904632568
Switzerland,CHE,1957,5.300000190734863
Switzerland,CHE,1958,5.800000190734863
Switzerland,CHE,1959,5.900000095367432
Switzerland,CHE,1960,6.599999904632568
Switzerland,CHE,1961,7.199999809265137
Switzerland,CHE,1962,7.599999904632568
Switzerland,CHE,1963,7.599999904632568
Switzerland,CHE,1964,7.199999809265137
Switzerland,CHE,1965,8.5
Switzerland,CHE,1966,6.699999809265137
Switzerland,CHE,1967,7.699999809265137
Switzerland,CHE,1968,8.100000381469727
Switzerland,CHE,1969,9
Switzerland,CHE,1970,9.5
Switzerland,CHE,1971,10.30000019073486
Switzerland,CHE,1972,10.69999980926514
Switzerland,CHE,1973,9.300000190734863
Switzerland,CHE,1974,9.199999809265137
Switzerland,CHE,1975,8.600000381469727
Switzerland,CHE,1976,8.5
Switzerland,CHE,1977,8.800000190734863
Switzerland,CHE,1978,8.5
Switzerland,CHE,1979,8.199999809265137
Switzerland,CHE,1980,8.300000190734863
Switzerland,CHE,1981,8.399999618530273
Switzerland,CHE,1982,8.399999618530273
Switzerland,CHE,1983,8.5
Switzerland,CHE,1984,8.399999618530273
Switzerland,CHE,1985,8.100000381469727
Switzerland,CHE,1986,8.100000381469727
Switzerland,CHE,1987,8
Switzerland,CHE,1988,7.900000095367432
Switzerland,CHE,1989,7.900000095367432
Switzerland,CHE,1990,7.800000190734863
Switzerland,CHE,1991,7.800000190734863
Switzerland,CHE,1992,8.199999809265137
Switzerland,CHE,1993,7.599999904632568
Switzerland,CHE,1994,7.400000095367432
Switzerland,CHE,1995,7.300000190734863
Switzerland,CHE,1996,7.199999809265137
Switzerland,CHE,1997,7
Switzerland,CHE,1998,7.099999904632568
Switzerland,CHE,1999,6.800000190734863
Switzerland,CHE,2000,6.699999809265137
Switzerland,CHE,2001,6.5
Switzerland,CHE,2002,6.5
Switzerland,CHE,2003,6.599999904632568
Switzerland,CHE,2004,6.400000095367432
Switzerland,CHE,2005,5.699999809265137
Switzerland,CHE,2006,5.800000190734863
Switzerland,CHE,2007,5.400000095367432
Switzerland,CHE,2008,5.699999809265137
Switzerland,CHE,2009,5.599999904632568
USSR and the former Soviet Union,,1960,7.699999809265137
USSR and the former Soviet Union,,1961,7.699999809265137
USSR and the former Soviet Union,,1962,7.099999904632568
USSR and the former Soviet Union,,1963,7.900000095367432
USSR and the former Soviet Union,,1964,8.699999809265137
USSR and the former Soviet Union,,1965,9.699999809265137
USSR and the former Soviet Union,,1966,9.399999618530273
USSR and the former Soviet Union,,1967,8.699999809265137
USSR and the former Soviet Union,,1968,8.899999618530273
USSR and the former Soviet Union,,1969,9.5
USSR and the former Soviet Union,,1970,10
USSR and the former Soviet Union,,1971,11
USSR and the former Soviet Union,,1972,10.80000019073486
USSR and the former Soviet Union,,1973,11
USSR and the former Soviet Union,,1974,11.19999980926514
USSR and the former Soviet Union,,1975,11.10000038146973
USSR and the former Soviet Union,,1976,11.19999980926514
USSR and the former Soviet Union,,1977,11.30000019073486
USSR and the former Soviet Union,,1978,11.30000019073486
USSR and the former Soviet Union,,1979,10.69999980926514
USSR and the former Soviet Union,,1980,10.69999980926514
USSR and the former Soviet Union,,1981,11.10000038146973
USSR and the former Soviet Union,,1982,10.80000019073486
USSR and the former Soviet Union,,1983,11
USSR and the former Soviet Union,,1984,11.19999980926514
USSR and the former Soviet Union,,1985,11.10000038146973
USSR and the former Soviet Union,,1986,11.10000038146973
USSR and the former Soviet Union,,1987,10.5
USSR and the former Soviet Union,,1988,10.10000038146973
USSR and the former Soviet Union,,1989,9.600000381469727
USSR and the former Soviet Union,,1990,9
USSR and the former Soviet Union,,1991,9.100000381469727
USSR and the former Soviet Union,,1992,8.600000381469727
USSR and the former Soviet Union,,1993,7.699999809265137
USSR and the former Soviet Union,,1994,8.199999809265137
USSR and the former Soviet Union,,1995,5
USSR and the former Soviet Union,,1996,4.900000095367432
USSR and the former Soviet Union,,1997,5.199999809265137
USSR and the former Soviet Union,,1998,5.400000095367432
USSR and the former Soviet Union,,1999,5.900000095367432
USSR and the former Soviet Union,,2000,6.699999809265137
USSR and the former Soviet Union,,2001,6.900000095367432
USSR and the former Soviet Union,,2002,6.800000190734863
USSR and the former Soviet Union,,2003,6.900000095367432
USSR and the former Soviet Union,,2004,6.699999809265137
United Kingdom,GBR,1905,1.100000023841858
United Kingdom,GBR,1906,1.100000023841858
United Kingdom,GBR,1907,1.200000047683716
United Kingdom,GBR,1908,1.299999952316284
United Kingdom,GBR,1909,1.299999952316284
United Kingdom,GBR,1910,1.399999976158142
United Kingdom,GBR,1911,1.600000023841858
United Kingdom,GBR,1912,1.700000047683716
United Kingdom,GBR,1913,1.799999952316284
United Kingdom,GBR,1914,1.899999976158142
United Kingdom,GBR,1915,2.200000047683716
United Kingdom,GBR,1916,2.099999904632568
United Kingdom,GBR,1917,2.200000047683716
United Kingdom,GBR,1918,2.299999952316284
United Kingdom,GBR,1919,3.099999904632568
United Kingdom,GBR,1920,3
United Kingdom,GBR,1921,2.799999952316284
United Kingdom,GBR,1922,2.700000047683716
United Kingdom,GBR,1923,2.700000047683716
United Kingdom,GBR,1924,2.799999952316284
United Kingdom,GBR,1925,3
United Kingdom,GBR,1926,3
United Kingdom,GBR,1927,3.200000047683716
United Kingdom,GBR,1928,3.5
United Kingdom,GBR,1929,3.700000047683716
United Kingdom,GBR,1930,3.900000095367432
United Kingdom,GBR,1931,3.900000095367432
United Kingdom,GBR,1932,4.099999904632568
United Kingdom,GBR,1933,4.199999809265137
United Kingdom,GBR,1934,4.400000095367432
United Kingdom,GBR,1935,4.699999809265137
United Kingdom,GBR,1936,4.900000095367432
United Kingdom,GBR,1937,5.199999809265137
United Kingdom,GBR,1938,5.5
United Kingdom,GBR,1939,5.699999809265137
United Kingdom,GBR,1940,5.599999904632568
United Kingdom,GBR,1941,6.199999809265137
United Kingdom,GBR,1942,6.5
United Kingdom,GBR,1943,6.5
United Kingdom,GBR,1944,6.5
United Kingdom,GBR,1945,7.199999809265137
United Kingdom,GBR,1946,7.599999904632568
United Kingdom,GBR,1947,6.699999809265137
United Kingdom,GBR,1948,6.5
United Kingdom,GBR,1949,6.400000095367432
United Kingdom,GBR,1950,6.5
United Kingdom,GBR,1951,6.800000190734863
United Kingdom,GBR,1952,7
United Kingdom,GBR,1953,7
United Kingdom,GBR,1954,7.300000190734863
United Kingdom,GBR,1955,7.5
United Kingdom,GBR,1956,7.5
United Kingdom,GBR,1957,7.699999809265137
United Kingdom,GBR,1958,7.800000190734863
United Kingdom,GBR,1959,8
United Kingdom,GBR,1960,8.300000190734863
United Kingdom,GBR,1961,8.399999618530273
United Kingdom,GBR,1962,8.100000381469727
United Kingdom,GBR,1963,8.300000190734863
United Kingdom,GBR,1964,8.300000190734863
United Kingdom,GBR,1965,8.100000381469727
United Kingdom,GBR,1966,8.399999618530273
United Kingdom,GBR,1967,8.5
United Kingdom,GBR,1968,8.600000381469727
United Kingdom,GBR,1969,8.800000190734863
United Kingdom,GBR,1970,9
United Kingdom,GBR,1971,8.5
United Kingdom,GBR,1972,9.100000381469727
United Kingdom,GBR,1973,9.5
United Kingdom,GBR,1974,9.399999618530273
United Kingdom,GBR,1975,9.199999809265137
United Kingdom,GBR,1976,9
United Kingdom,GBR,1977,8.699999809265137
United Kingdom,GBR,1978,8.600000381469727
United Kingdom,GBR,1979,8.399999618530273
United Kingdom,GBR,1980,8.100000381469727
United Kingdom,GBR,1981,7.5
United Kingdom,GBR,1982,6.900000095367432
United Kingdom,GBR,1983,6.900000095367432
United Kingdom,GBR,1984,6.599999904632568
United Kingdom,GBR,1985,6.5
United Kingdom,GBR,1986,6.300000190734863
United Kingdom,GBR,1987,6.300000190734863
United Kingdom,GBR,1988,6.199999809265137
United Kingdom,GBR,1989,6.300000190734863
United Kingdom,GBR,1990,6.5
United Kingdom,GBR,1991,6.199999809265137
United Kingdom,GBR,1992,5.900000095367432
United Kingdom,GBR,1993,5.699999809265137
United Kingdom,GBR,1994,5.599999904632568
United Kingdom,GBR,1995,5.699999809265137
United Kingdom,GBR,1996,5.699999809265137
United Kingdom,GBR,1997,5.599999904632568
United Kingdom,GBR,1998,5.599999904632568
United Kingdom,GBR,1999,5.800000190734863
United Kingdom,GBR,2000,5.699999809265137
United Kingdom,GBR,2001,5.599999904632568
United Kingdom,GBR,2002,5.5
United Kingdom,GBR,2003,5.400000095367432
United Kingdom,GBR,2004,5.199999809265137
United Kingdom,GBR,2005,5.099999904632568
United Kingdom,GBR,2006,4.900000095367432
United Kingdom,GBR,2007,4.699999809265137
United Kingdom,GBR,2008,4.5
United Kingdom,GBR,2009,4.300000190734863
United Kingdom,GBR,2010,4
United Kingdom,GBR,2011,3.5
United Kingdom,GBR,2012,3.400000095367432
United Kingdom,GBR,2013,3.200000047683716
United Kingdom,GBR,2014,3
United States,USA,1900,0.1000000014901161
United States,USA,1901,0.1000000014901161
United States,USA,1902,0.1000000014901161
United States,USA,1903,0.1000000014901161
United States,USA,1904,0.2000000029802322
United States,USA,1905,0.2000000029802322
United States,USA,1906,0.2000000029802322
United States,USA,1907,0.2000000029802322
United States,USA,1908,0.2000000029802322
United States,USA,1909,0.300000011920929
United States,USA,1910,0.4000000059604645
United States,USA,1911,0.4000000059604645
United States,USA,1912,0.5
United States,USA,1913,0.6000000238418579
United States,USA,1914,0.6000000238418579
United States,USA,1915,0.699999988079071
United States,USA,1916,1
United States,USA,1917,1.399999976158142
United States,USA,1918,1.700000047683716
United States,USA,1919,1.799999952316284
United States,USA,1920,1.700000047683716
United States,USA,1921,1.899999976158142
United States,USA,1922,1.899999976158142
United States,USA,1923,2.299999952316284
United States,USA,1924,2.5
United States,USA,1925,2.700000047683716
United States,USA,1926,3
United States,USA,1927,3.799999952316284
United States,USA,1928,4
United States,USA,1929,4.300000190734863
United States,USA,1930,4.300000190734863
United States,USA,1931,4.300000190734863
United States,USA,1932,4.400000095367432
United States,USA,1933,4.800000190734863
United States,USA,1934,5.300000190734863
United States,USA,1935,5.699999809265137
United States,USA,1936,6
United States,USA,1937,6
United States,USA,1938,6.099999904632568
United States,USA,1939,6.300000190734863
United States,USA,1940,6.5
United States,USA,1941,6.800000190734863
United States,USA,1942,7.400000095367432
United States,USA,1943,7.800000190734863
United States,USA,1944,7
United States,USA,1945,8.100000381469727
United States,USA,1946,8.899999618530273
United States,USA,1947,9.100000381469727
United States,USA,1948,9.300000190734863
United States,USA,1949,9.300000190734863
United States,USA,1950,9.300000190734863
United States,USA,1951,9.800000190734863
United States,USA,1952,10
United States,USA,1953,9.699999809265137
United States,USA,1954,9.199999809265137
United States,USA,1955,9.399999618530273
United States,USA,1956,9.399999618530273
United States,USA,1957,9.699999809265137
United States,USA,1958,10.19999980926514
United States,USA,1959,10.5
United States,USA,1960,10.69999980926514
United States,USA,1961,11
United States,USA,1962,10.89999961853027
United States,USA,1963,11
United States,USA,1964,10.60000038146973
United States,USA,1965,10.69999980926514
United States,USA,1966,10.69999980926514
United States,USA,1967,10.69999980926514
United States,USA,1968,10.39999961853027
United States,USA,1969,10
United States,USA,1970,10.19999980926514
United States,USA,1971,9.899999618530273
United States,USA,1972,10.19999980926514
United States,USA,1973,10.69999980926514
United States,USA,1974,10.60000038146973
United States,USA,1975,10.39999961853027
United States,USA,1976,10.30000019073486
United States,USA,1977,10.19999980926514
United States,USA,1978,10
United States,USA,1979,9.899999618530273
United States,USA,1980,9.899999618530273
United States,USA,1981,9.899999618530273
United States,USA,1982,9.699999809265137
United States,USA,1983,9.100000381469727
United States,USA,1984,9
United States,USA,1985,8.800000190734863
United States,USA,1986,8.600000381469727
United States,USA,1987,8.300000190734863
United States,USA,1988,8.100000381469727
United States,USA,1989,7.599999904632568
United States,USA,1990,7.400000095367432
United States,USA,1991,7.099999904632568
United States,USA,1992,6.900000095367432
United States,USA,1993,6.599999904632568
United States,USA,1994,6.599999904632568
United States,USA,1995,6.5
United States,USA,1996,6.400000095367432
United States,USA,1997,6.300000190734863
United States,USA,1998,6
United States,USA,1999,5.699999809265137
United States,USA,2000,5.400000095367432
United States,USA,2001,5.300000190734863
United States,USA,2002,5.099999904632568
United States,USA,2003,4.900000095367432
United States,USA,2004,4.699999809265137
United States,USA,2005,4.5
United States,USA,2006,4.5
United States,USA,2007,4.199999809265137
United States,USA,2008,4
United States,USA,2009,3.700000047683716
United States,USA,2010,3.599999904632568
United States,USA,2011,3.5
United States,USA,2012,3.5
United States,USA,2013,3.299999952316284
United States,USA,2014,3.200000047683716
Yugoslavia,OWID_YGS,1922,0.699999988079071
Yugoslavia,OWID_YGS,1923,0.699999988079071
Yugoslavia,OWID_YGS,1924,0.8999999761581421
Yugoslavia,OWID_YGS,1925,1
Yugoslavia,OWID_YGS,1926,1
Yugoslavia,OWID_YGS,1927,1.100000023841858
Yugoslavia,OWID_YGS,1928,1.200000047683716
Yugoslavia,OWID_YGS,1929,1.299999952316284
Yugoslavia,OWID_YGS,1930,1.600000023841858
Yugoslavia,OWID_YGS,1931,1.600000023841858
Yugoslavia,OWID_YGS,1932,1.5
Yugoslavia,OWID_YGS,1933,1.399999976158142
Yugoslavia,OWID_YGS,1934,1.399999976158142
Yugoslavia,OWID_YGS,1935,1.299999952316284
Yugoslavia,OWID_YGS,1960,4.300000190734863
Yugoslavia,OWID_YGS,1961,4.800000190734863
Yugoslavia,OWID_YGS,1962,4.699999809265137
Yugoslavia,OWID_YGS,1963,4.800000190734863
Yugoslavia,OWID_YGS,1964,4.800000190734863
Yugoslavia,OWID_YGS,1965,5.199999809265137
Yugoslavia,OWID_YGS,1966,5.699999809265137
Yugoslavia,OWID_YGS,1967,5.599999904632568
Yugoslavia,OWID_YGS,1968,5.900000095367432
Yugoslavia,OWID_YGS,1969,6.199999809265137
Yugoslavia,OWID_YGS,1970,6.199999809265137
Yugoslavia,OWID_YGS,1971,6.400000095367432
Yugoslavia,OWID_YGS,1972,6.400000095367432
Yugoslavia,OWID_YGS,1973,6.400000095367432
Yugoslavia,OWID_YGS,1974,7.099999904632568
Yugoslavia,OWID_YGS,1975,7
Yugoslavia,OWID_YGS,1976,7.099999904632568
Yugoslavia,OWID_YGS,1977,7.900000095367432
Yugoslavia,OWID_YGS,1978,8.800000190734863
Yugoslavia,OWID_YGS,1979,9.699999809265137
Yugoslavia,OWID_YGS,1980,8.899999618530273
Yugoslavia,OWID_YGS,1981,8.100000381469727
Yugoslavia,OWID_YGS,1982,7.900000095367432
Yugoslavia,OWID_YGS,1983,8.899999618530273
Yugoslavia,OWID_YGS,1984,8.399999618530273
Yugoslavia,OWID_YGS,1985,8.600000381469727
Yugoslavia,OWID_YGS,1986,8.800000190734863
Yugoslavia,OWID_YGS,1987,8.5
Yugoslavia,OWID_YGS,1988,8.899999618530273
Yugoslavia,OWID_YGS,1989,8.5
Yugoslavia,OWID_YGS,1990,8.5
Yugoslavia,OWID_YGS,1991,7.800000190734863
Yugoslavia,OWID_YGS,1992,6.699999809265137